film_id,title,release_year,rental_date,return_date
4,AFFAIR PREJUDICE,2006,2005-06-17 18:06:14.000,2005-06-22 23:52:14.000
4,AFFAIR PREJUDICE,2006,2005-07-10 08:51:39.000,2005-07-12 14:44:39.000
4,AFFAIR PREJUDICE,2006,2005-07-27 00:26:14.000,2005-08-03 20:00:14.000
4,AFFAIR PREJUDICE,2006,2005-08-17 07:34:55.000,2005-08-18 04:07:55.000
4,AFFAIR PREJUDICE,2006,2005-07-29 04:13:29.000,2005-08-04 07:09:29.000
4,AFFAIR PREJUDICE,2006,2005-08-22 16:17:49.000,2005-08-25 20:12:49.000
4,AFFAIR PREJUDICE,2006,2005-07-06 00:22:29.000,2005-07-07 22:15:29.000
4,AFFAIR PREJUDICE,2006,2005-07-31 13:05:29.000,2005-08-08 12:33:29.000
4,AFFAIR PREJUDICE,2006,2005-08-22 15:26:36.000,2005-08-31 10:47:36.000
4,AFFAIR PREJUDICE,2006,2005-05-27 20:44:36.000,2005-06-02 02:43:36.000
4,AFFAIR PREJUDICE,2006,2005-06-16 14:39:31.000,2005-06-19 15:37:31.000
4,AFFAIR PREJUDICE,2006,2005-07-08 16:22:01.000,2005-07-15 18:29:01.000
4,AFFAIR PREJUDICE,2006,2005-08-18 21:44:46.000,2005-08-19 21:58:46.000
4,AFFAIR PREJUDICE,2006,2005-07-11 20:21:18.000,2005-07-19 15:56:18.000
4,AFFAIR PREJUDICE,2006,2005-07-30 18:39:28.000,2005-07-31 15:39:28.000
4,AFFAIR PREJUDICE,2006,2006-02-14 15:16:03.000,
4,AFFAIR PREJUDICE,2006,2005-07-08 16:55:17.000,2005-07-15 19:34:17.000
4,AFFAIR PREJUDICE,2006,2005-07-28 15:11:00.000,2005-07-31 15:46:00.000
4,AFFAIR PREJUDICE,2006,2005-08-20 17:31:18.000,2005-08-24 11:33:18.000
5,AFRICAN EGG,2006,2005-05-28 07:53:38.000,2005-06-04 12:45:38.000
5,AFRICAN EGG,2006,2005-06-16 06:58:02.000,2005-06-23 11:24:02.000
5,AFRICAN EGG,2006,2005-07-12 08:36:22.000,2005-07-20 09:03:22.000
5,AFRICAN EGG,2006,2005-08-02 09:08:44.000,2005-08-04 04:00:44.000
5,AFRICAN EGG,2006,2005-08-19 05:00:16.000,2005-08-26 06:12:16.000
5,AFRICAN EGG,2006,2005-06-18 05:21:12.000,2005-06-26 09:19:12.000
5,AFRICAN EGG,2006,2005-07-09 18:16:08.000,2005-07-18 18:27:08.000
5,AFRICAN EGG,2006,2005-07-28 07:26:14.000,2005-08-03 07:45:14.000
5,AFRICAN EGG,2006,2005-08-19 09:07:13.000,2005-08-27 07:49:13.000
5,AFRICAN EGG,2006,2005-07-09 02:35:43.000,2005-07-17 02:05:43.000
5,AFRICAN EGG,2006,2005-07-31 12:50:24.000,2005-08-08 08:30:24.000
5,AFRICAN EGG,2006,2006-02-14 15:16:03.000,
6,AGENT TRUMAN,2006,2005-05-26 23:23:56.000,2005-06-01 19:56:56.000
6,AGENT TRUMAN,2006,2005-06-21 15:11:02.000,2005-06-25 14:12:02.000
6,AGENT TRUMAN,2006,2005-07-08 06:40:06.000,2005-07-16 05:51:06.000
6,AGENT TRUMAN,2006,2005-07-29 04:52:10.000,2005-07-30 04:01:10.000
6,AGENT TRUMAN,2006,2005-08-18 23:14:15.000,2005-08-22 20:23:15.000
6,AGENT TRUMAN,2006,2005-06-20 07:33:38.000,2005-06-29 11:45:38.000
6,AGENT TRUMAN,2006,2005-07-06 03:09:36.000,2005-07-12 02:15:36.000
6,AGENT TRUMAN,2006,2005-08-01 11:55:33.000,2005-08-08 16:42:33.000
6,AGENT TRUMAN,2006,2005-08-17 17:02:42.000,2005-08-21 16:40:42.000
6,AGENT TRUMAN,2006,2005-07-29 01:11:23.000,2005-07-31 01:53:23.000
6,AGENT TRUMAN,2006,2005-08-20 12:32:32.000,2005-08-29 10:48:32.000
6,AGENT TRUMAN,2006,2005-07-10 15:11:54.000,2005-07-15 11:51:54.000
6,AGENT TRUMAN,2006,2005-08-01 10:20:34.000,2005-08-09 09:20:34.000
6,AGENT TRUMAN,2006,2005-08-18 13:31:45.000,2005-08-25 08:26:45.000
6,AGENT TRUMAN,2006,2005-05-26 15:32:46.000,2005-06-04 15:27:46.000
6,AGENT TRUMAN,2006,2005-06-19 04:19:04.000,2005-06-26 04:31:04.000
6,AGENT TRUMAN,2006,2005-07-06 12:40:38.000,2005-07-11 09:29:38.000
6,AGENT TRUMAN,2006,2005-07-28 08:00:38.000,2005-08-02 06:14:38.000
6,AGENT TRUMAN,2006,2005-08-18 11:31:34.000,2005-08-23 12:04:34.000
6,AGENT TRUMAN,2006,2005-08-02 13:54:26.000,2005-08-10 19:04:26.000
6,AGENT TRUMAN,2006,2005-08-21 16:03:01.000,2005-08-26 13:09:01.000
7,AIRPLANE SIERRA,2006,2005-08-02 07:34:19.000,2005-08-07 09:30:19.000
7,AIRPLANE SIERRA,2006,2005-08-22 05:58:27.000,2005-08-31 10:08:27.000
7,AIRPLANE SIERRA,2006,2005-06-20 21:11:50.000,2005-06-29 19:35:50.000
7,AIRPLANE SIERRA,2006,2005-07-08 22:29:59.000,2005-07-15 21:51:59.000
7,AIRPLANE SIERRA,2006,2005-08-01 00:48:24.000,2005-08-06 23:53:24.000
7,AIRPLANE SIERRA,2006,2005-08-22 17:18:05.000,2005-08-29 14:35:05.000
7,AIRPLANE SIERRA,2006,2005-07-12 20:32:50.000,2005-07-16 21:12:50.000
7,AIRPLANE SIERRA,2006,2005-07-27 07:19:34.000,2005-07-31 04:31:34.000
7,AIRPLANE SIERRA,2006,2005-08-19 18:55:21.000,2005-08-23 18:49:21.000
7,AIRPLANE SIERRA,2006,2005-06-21 13:51:28.000,2005-06-25 09:21:28.000
7,AIRPLANE SIERRA,2006,2005-07-11 17:00:04.000,2005-07-12 13:16:04.000
7,AIRPLANE SIERRA,2006,2005-07-27 14:38:29.000,2005-07-28 14:24:29.000
7,AIRPLANE SIERRA,2006,2005-08-21 04:34:11.000,2005-08-27 10:30:11.000
7,AIRPLANE SIERRA,2006,2005-07-31 09:20:50.000,2005-08-01 05:34:50.000
7,AIRPLANE SIERRA,2006,2005-08-18 13:05:51.000,2005-08-19 14:54:51.000
8,AIRPORT POLLOCK,2006,2005-05-25 19:37:47.000,2005-06-01 23:29:47.000
8,AIRPORT POLLOCK,2006,2005-06-18 13:11:13.000,2005-06-23 15:32:13.000
8,AIRPORT POLLOCK,2006,2005-07-08 08:18:21.000,2005-07-10 11:36:21.000
8,AIRPORT POLLOCK,2006,2005-08-01 08:17:11.000,2005-08-10 10:08:11.000
8,AIRPORT POLLOCK,2006,2005-08-21 13:43:59.000,2005-08-28 16:38:59.000
8,AIRPORT POLLOCK,2006,2005-07-11 13:18:37.000,2005-07-13 13:18:37.000
8,AIRPORT POLLOCK,2006,2005-07-28 09:18:07.000,2005-08-04 10:23:07.000
8,AIRPORT POLLOCK,2006,2005-08-23 20:24:36.000,2005-08-26 20:35:36.000
8,AIRPORT POLLOCK,2006,2005-05-29 15:08:41.000,2005-05-30 15:51:41.000
8,AIRPORT POLLOCK,2006,2005-06-16 21:15:22.000,2005-06-23 17:00:22.000
8,AIRPORT POLLOCK,2006,2005-07-06 15:11:44.000,2005-07-10 09:20:44.000
8,AIRPORT POLLOCK,2006,2005-07-31 18:31:51.000,2005-08-03 21:14:51.000
8,AIRPORT POLLOCK,2006,2005-08-18 14:53:58.000,2005-08-25 20:22:58.000
8,AIRPORT POLLOCK,2006,2005-05-31 08:04:17.000,2005-06-03 11:12:17.000
8,AIRPORT POLLOCK,2006,2005-06-19 17:54:48.000,2005-06-27 17:14:48.000
8,AIRPORT POLLOCK,2006,2005-07-06 22:07:58.000,2005-07-13 02:30:58.000
8,AIRPORT POLLOCK,2006,2005-07-29 07:20:14.000,2005-07-30 08:50:14.000
8,AIRPORT POLLOCK,2006,2005-08-17 11:25:25.000,2005-08-25 13:03:25.000
9,ALABAMA DEVIL,2006,2005-07-10 12:10:11.000,2005-07-19 06:56:11.000
9,ALABAMA DEVIL,2006,2005-07-31 18:47:20.000,2005-08-03 22:53:20.000
9,ALABAMA DEVIL,2006,2005-08-23 14:26:51.000,2005-08-29 16:28:51.000
9,ALABAMA DEVIL,2006,2005-07-06 18:32:49.000,2005-07-07 20:46:49.000
9,ALABAMA DEVIL,2006,2005-07-29 22:49:00.000,2005-08-07 21:56:00.000
9,ALABAMA DEVIL,2006,2005-08-23 08:03:25.000,2005-08-24 10:21:25.000
9,ALABAMA DEVIL,2006,2005-07-28 08:49:39.000,2005-08-02 07:16:39.000
9,ALABAMA DEVIL,2006,2005-08-23 13:26:01.000,2005-08-29 18:17:01.000
9,ALABAMA DEVIL,2006,2005-07-30 21:44:31.000,2005-08-04 01:29:31.000
9,ALABAMA DEVIL,2006,2005-08-17 22:32:50.000,2005-08-25 03:33:50.000
9,ALABAMA DEVIL,2006,2005-07-27 12:24:59.000,2005-08-02 15:52:59.000
9,ALABAMA DEVIL,2006,2005-08-17 20:01:12.000,2005-08-26 21:08:12.000
10,ALADDIN CALENDAR,2006,2005-06-17 08:06:53.000,2005-06-21 05:00:53.000
10,ALADDIN CALENDAR,2006,2005-07-12 12:50:19.000,2005-07-16 13:41:19.000
10,ALADDIN CALENDAR,2006,2005-07-27 08:00:36.000,2005-08-01 03:11:36.000
10,ALADDIN CALENDAR,2006,2005-08-19 11:23:20.000,2005-08-25 17:05:20.000
10,ALADDIN CALENDAR,2006,2005-08-01 18:18:13.000,2005-08-04 14:09:13.000
10,ALADDIN CALENDAR,2006,2005-08-19 20:25:24.000,2005-08-27 20:38:24.000
10,ALADDIN CALENDAR,2006,2005-08-01 10:17:47.000,2005-08-02 15:04:47.000
10,ALADDIN CALENDAR,2006,2005-08-21 20:49:21.000,2005-08-26 01:39:21.000
10,ALADDIN CALENDAR,2006,2005-07-07 21:22:26.000,2005-07-16 00:59:26.000
10,ALADDIN CALENDAR,2006,2005-08-01 00:58:52.000,2005-08-10 01:16:52.000
10,ALADDIN CALENDAR,2006,2005-08-20 15:17:38.000,2005-08-21 21:11:38.000
10,ALADDIN CALENDAR,2006,2005-06-16 19:23:23.000,2005-06-18 00:57:23.000
10,ALADDIN CALENDAR,2006,2005-07-07 03:06:40.000,2005-07-10 02:37:40.000
10,ALADDIN CALENDAR,2006,2005-08-01 21:29:34.000,2005-08-10 17:27:34.000
10,ALADDIN CALENDAR,2006,2005-08-21 11:06:33.000,2005-08-29 16:10:33.000
10,ALADDIN CALENDAR,2006,2005-06-19 03:15:05.000,2005-06-21 08:26:05.000
10,ALADDIN CALENDAR,2006,2005-07-09 08:01:51.000,2005-07-18 09:16:51.000
10,ALADDIN CALENDAR,2006,2005-07-30 12:10:19.000,2005-08-01 07:35:19.000
10,ALADDIN CALENDAR,2006,2005-08-18 20:43:00.000,2005-08-21 22:28:00.000
10,ALADDIN CALENDAR,2006,2005-06-15 11:03:24.000,2005-06-20 10:54:24.000
10,ALADDIN CALENDAR,2006,2005-07-08 11:57:28.000,2005-07-10 17:47:28.000
10,ALADDIN CALENDAR,2006,2005-07-29 22:18:12.000,2005-08-05 22:00:12.000
10,ALADDIN CALENDAR,2006,2005-08-20 21:45:23.000,2005-08-26 01:42:23.000
11,ALAMO VIDEOTAPE,2006,2005-05-28 09:10:49.000,2005-06-06 11:32:49.000
11,ALAMO VIDEOTAPE,2006,2005-06-19 00:11:26.000,2005-06-25 02:19:26.000
11,ALAMO VIDEOTAPE,2006,2005-07-09 22:48:04.000,2005-07-10 17:56:04.000
11,ALAMO VIDEOTAPE,2006,2005-07-29 05:11:00.000,2005-07-30 05:30:00.000
11,ALAMO VIDEOTAPE,2006,2005-08-19 22:05:40.000,2005-08-22 01:31:40.000
11,ALAMO VIDEOTAPE,2006,2005-07-31 21:20:59.000,2005-08-02 23:14:59.000
11,ALAMO VIDEOTAPE,2006,2005-08-18 23:48:16.000,2005-08-20 18:13:16.000
11,ALAMO VIDEOTAPE,2006,2005-07-09 20:41:35.000,2005-07-14 00:15:35.000
11,ALAMO VIDEOTAPE,2006,2005-07-28 01:08:11.000,2005-08-01 03:32:11.000
11,ALAMO VIDEOTAPE,2006,2005-08-18 08:27:28.000,2005-08-25 02:58:28.000
11,ALAMO VIDEOTAPE,2006,2005-07-07 02:19:01.000,2005-07-10 01:12:01.000
11,ALAMO VIDEOTAPE,2006,2005-08-02 13:43:49.000,2005-08-08 13:16:49.000
11,ALAMO VIDEOTAPE,2006,2005-08-22 04:04:31.000,2005-08-31 02:30:31.000
11,ALAMO VIDEOTAPE,2006,2005-08-02 07:09:34.000,2005-08-08 08:39:34.000
11,ALAMO VIDEOTAPE,2006,2005-08-18 14:06:39.000,2005-08-25 09:36:39.000
11,ALAMO VIDEOTAPE,2006,2005-05-28 17:37:59.000,2005-06-03 22:49:59.000
11,ALAMO VIDEOTAPE,2006,2005-06-17 13:24:43.000,2005-06-20 12:34:43.000
11,ALAMO VIDEOTAPE,2006,2005-07-08 16:10:19.000,2005-07-11 18:52:19.000
11,ALAMO VIDEOTAPE,2006,2005-07-31 19:04:35.000,2005-08-07 16:53:35.000
11,ALAMO VIDEOTAPE,2006,2005-08-20 03:44:26.000,2005-08-27 22:11:26.000
11,ALAMO VIDEOTAPE,2006,2005-06-15 11:07:39.000,2005-06-22 05:55:39.000
11,ALAMO VIDEOTAPE,2006,2005-07-10 09:32:22.000,2005-07-15 15:20:22.000
11,ALAMO VIDEOTAPE,2006,2005-07-29 12:48:54.000,2005-08-04 07:19:54.000
11,ALAMO VIDEOTAPE,2006,2005-08-17 04:28:56.000,2005-08-24 00:42:56.000
12,ALASKA PHANTOM,2006,2005-07-26 23:13:34.000,2005-07-30 19:14:34.000
12,ALASKA PHANTOM,2006,2005-08-20 06:52:03.000,2005-08-27 07:43:03.000
12,ALASKA PHANTOM,2006,2005-06-16 15:15:43.000,2005-06-23 10:14:43.000
12,ALASKA PHANTOM,2006,2005-07-10 04:33:36.000,2005-07-12 08:13:36.000
12,ALASKA PHANTOM,2006,2005-07-29 11:32:58.000,2005-08-05 07:21:58.000
12,ALASKA PHANTOM,2006,2005-08-22 17:37:02.000,2005-08-25 18:45:02.000
12,ALASKA PHANTOM,2006,2005-05-29 21:58:43.000,2005-06-06 00:54:43.000
12,ALASKA PHANTOM,2006,2005-06-15 07:30:22.000,2005-06-18 11:31:22.000
12,ALASKA PHANTOM,2006,2005-07-07 04:13:35.000,2005-07-10 23:58:35.000
12,ALASKA PHANTOM,2006,2005-07-30 12:02:41.000,2005-08-05 15:23:41.000
12,ALASKA PHANTOM,2006,2005-08-19 11:24:37.000,2005-08-21 05:48:37.000
12,ALASKA PHANTOM,2006,2005-05-30 22:15:51.000,2005-06-02 22:56:51.000
12,ALASKA PHANTOM,2006,2005-06-19 15:01:23.000,2005-06-22 09:08:23.000
12,ALASKA PHANTOM,2006,2005-07-10 00:27:21.000,2005-07-13 20:11:21.000
12,ALASKA PHANTOM,2006,2005-07-28 11:58:53.000,2005-08-04 12:08:53.000
12,ALASKA PHANTOM,2006,2005-08-20 12:03:54.000,2005-08-28 15:24:54.000
12,ALASKA PHANTOM,2006,2005-07-31 06:42:09.000,2005-08-06 08:21:09.000
12,ALASKA PHANTOM,2006,2005-08-23 06:11:52.000,2005-08-25 05:34:52.000
12,ALASKA PHANTOM,2006,2005-06-19 19:34:45.000,2005-06-27 14:49:45.000
12,ALASKA PHANTOM,2006,2005-07-06 10:17:59.000,2005-07-10 15:31:59.000
12,ALASKA PHANTOM,2006,2005-08-02 06:04:44.000,2005-08-06 11:37:44.000
12,ALASKA PHANTOM,2006,2005-08-19 08:53:57.000,2005-08-28 08:56:57.000
12,ALASKA PHANTOM,2006,2005-06-19 10:47:42.000,2005-06-23 14:03:42.000
12,ALASKA PHANTOM,2006,2005-07-09 09:24:19.000,2005-07-18 04:02:19.000
12,ALASKA PHANTOM,2006,2005-07-28 12:01:19.000,2005-08-05 07:08:19.000
12,ALASKA PHANTOM,2006,2005-08-19 06:52:58.000,2005-08-26 11:23:58.000
13,ALI FOREVER,2006,2005-07-31 18:11:17.000,2005-08-03 15:48:17.000
13,ALI FOREVER,2006,2005-08-22 21:59:29.000,2005-08-27 16:32:29.000
13,ALI FOREVER,2006,2005-07-28 15:26:20.000,2005-08-04 18:39:20.000
13,ALI FOREVER,2006,2005-08-23 05:02:31.000,2005-09-01 02:51:31.000
13,ALI FOREVER,2006,2005-08-01 23:36:10.000,2005-08-05 04:55:10.000
13,ALI FOREVER,2006,2005-08-22 02:12:44.000,2005-08-24 02:36:44.000
13,ALI FOREVER,2006,2005-07-12 10:51:09.000,2005-07-14 16:05:09.000
13,ALI FOREVER,2006,2005-07-29 01:29:51.000,2005-08-03 21:56:51.000
13,ALI FOREVER,2006,2006-02-14 15:16:03.000,
14,ALICE FANTASIA,2006,,
15,ALIEN CENTER,2006,2005-05-28 02:06:37.000,2005-05-29 06:57:37.000
15,ALIEN CENTER,2006,2005-06-17 16:40:03.000,2005-06-20 21:34:03.000
15,ALIEN CENTER,2006,2005-07-11 05:47:08.000,2005-07-20 07:52:08.000
15,ALIEN CENTER,2006,2005-08-02 13:58:55.000,2005-08-05 18:09:55.000
15,ALIEN CENTER,2006,2005-08-23 05:13:09.000,2005-08-30 08:58:09.000
15,ALIEN CENTER,2006,2005-05-27 22:49:27.000,2005-05-30 17:46:27.000
15,ALIEN CENTER,2006,2005-06-19 13:29:28.000,2005-06-24 11:15:28.000
15,ALIEN CENTER,2006,2005-07-07 23:05:53.000,2005-07-16 01:46:53.000
15,ALIEN CENTER,2006,2005-08-01 05:55:13.000,2005-08-10 10:23:13.000
15,ALIEN CENTER,2006,2005-08-20 15:11:48.000,2005-08-21 18:26:48.000
15,ALIEN CENTER,2006,2005-07-06 15:51:58.000,2005-07-13 12:35:58.000
15,ALIEN CENTER,2006,2005-07-30 14:48:24.000,2005-08-04 19:06:24.000
15,ALIEN CENTER,2006,2005-08-20 22:32:11.000,2005-08-22 19:28:11.000
15,ALIEN CENTER,2006,2005-07-27 00:15:18.000,2005-07-28 04:30:18.000
15,ALIEN CENTER,2006,2005-08-23 19:21:22.000,2005-08-31 16:42:22.000
15,ALIEN CENTER,2006,2005-07-09 02:58:41.000,2005-07-17 04:09:41.000
15,ALIEN CENTER,2006,2005-07-29 23:52:01.000,2005-08-04 20:28:01.000
15,ALIEN CENTER,2006,2005-08-18 21:55:01.000,2005-08-22 01:23:01.000
15,ALIEN CENTER,2006,2005-06-15 08:01:29.000,2005-06-22 07:16:29.000
15,ALIEN CENTER,2006,2005-07-07 18:31:50.000,2005-07-08 21:26:50.000
15,ALIEN CENTER,2006,2005-08-01 01:49:36.000,2005-08-05 01:29:36.000
15,ALIEN CENTER,2006,2005-08-17 07:26:47.000,2005-08-22 04:11:47.000
16,ALLEY EVOLUTION,2006,2005-07-31 20:49:13.000,2005-08-05 15:55:13.000
16,ALLEY EVOLUTION,2006,2005-08-22 07:10:26.000,2005-08-28 07:22:26.000
16,ALLEY EVOLUTION,2006,2005-06-18 19:58:12.000,2005-06-28 01:35:12.000
16,ALLEY EVOLUTION,2006,2005-07-09 19:12:57.000,2005-07-14 15:44:57.000
16,ALLEY EVOLUTION,2006,2005-08-02 00:58:46.000,2005-08-10 02:13:46.000
16,ALLEY EVOLUTION,2006,2005-08-18 10:50:07.000,2005-08-21 08:06:07.000
16,ALLEY EVOLUTION,2006,2005-05-25 09:21:29.000,2005-06-03 11:31:29.000
16,ALLEY EVOLUTION,2006,2005-06-17 06:50:46.000,2005-06-19 08:51:46.000
16,ALLEY EVOLUTION,2006,2005-07-05 23:13:51.000,2005-07-13 18:31:51.000
16,ALLEY EVOLUTION,2006,2005-08-02 12:47:30.000,2005-08-06 11:24:30.000
16,ALLEY EVOLUTION,2006,2005-08-17 16:28:24.000,2005-08-23 17:50:24.000
16,ALLEY EVOLUTION,2006,2005-07-08 13:42:36.000,2005-07-11 18:54:36.000
16,ALLEY EVOLUTION,2006,2005-07-28 05:21:42.000,2005-08-03 09:46:42.000
16,ALLEY EVOLUTION,2006,2005-08-18 06:07:26.000,2005-08-21 02:07:26.000
17,ALONE TRIP,2006,2005-08-01 14:39:15.000,2005-08-08 11:31:15.000
17,ALONE TRIP,2006,2006-02-14 15:16:03.000,
17,ALONE TRIP,2006,2005-07-08 07:40:44.000,2005-07-12 03:48:44.000
17,ALONE TRIP,2006,2005-08-01 09:52:26.000,2005-08-05 06:52:26.000
17,ALONE TRIP,2006,2005-08-21 17:18:33.000,2005-08-26 11:36:33.000
17,ALONE TRIP,2006,2005-07-29 01:27:44.000,2005-08-07 05:01:44.000
17,ALONE TRIP,2006,2005-08-20 06:07:01.000,2005-08-27 04:59:01.000
17,ALONE TRIP,2006,2005-07-28 08:32:53.000,2005-08-06 11:59:53.000
17,ALONE TRIP,2006,2005-08-21 16:25:05.000,2005-08-26 10:31:05.000
17,ALONE TRIP,2006,2005-05-29 04:35:29.000,2005-06-01 07:42:29.000
17,ALONE TRIP,2006,2005-06-18 16:22:03.000,2005-06-19 13:49:03.000
17,ALONE TRIP,2006,2005-07-10 16:44:12.000,2005-07-14 11:34:12.000
17,ALONE TRIP,2006,2005-08-02 10:38:47.000,2005-08-07 07:11:47.000
17,ALONE TRIP,2006,2005-08-20 14:45:23.000,2005-08-22 16:47:23.000
17,ALONE TRIP,2006,2005-06-17 16:33:32.000,2005-06-23 13:22:32.000
17,ALONE TRIP,2006,2005-07-10 20:22:12.000,2005-07-19 16:43:12.000
17,ALONE TRIP,2006,2005-07-31 09:24:55.000,2005-08-07 06:00:55.000
17,ALONE TRIP,2006,2005-08-20 09:48:32.000,2005-08-26 07:20:32.000
18,ALTER VICTORY,2006,2005-05-28 21:31:08.000,2005-06-02 20:56:08.000
18,ALTER VICTORY,2006,2005-06-17 10:31:37.000,2005-06-22 11:17:37.000
18,ALTER VICTORY,2006,2005-07-12 05:34:09.000,2005-07-21 07:37:09.000
18,ALTER VICTORY,2006,2005-07-28 01:12:25.000,2005-08-02 03:48:25.000
18,ALTER VICTORY,2006,2005-08-20 20:12:19.000,2005-08-23 00:23:19.000
18,ALTER VICTORY,2006,2005-05-29 14:23:58.000,2005-05-30 17:44:58.000
18,ALTER VICTORY,2006,2005-06-19 19:24:54.000,2005-06-25 01:19:54.000
18,ALTER VICTORY,2006,2005-07-07 22:45:41.000,2005-07-16 23:30:41.000
18,ALTER VICTORY,2006,2005-07-27 03:27:29.000,2005-08-01 07:00:29.000
18,ALTER VICTORY,2006,2005-08-23 03:44:51.000,2005-08-25 03:09:51.000
18,ALTER VICTORY,2006,2005-07-07 23:32:39.000,2005-07-12 01:38:39.000
18,ALTER VICTORY,2006,2005-07-29 14:48:48.000,2005-08-03 18:11:48.000
18,ALTER VICTORY,2006,2005-08-21 11:14:26.000,2005-08-28 08:34:26.000
18,ALTER VICTORY,2006,2005-07-28 14:18:25.000,2005-08-04 15:21:25.000
18,ALTER VICTORY,2006,2005-08-18 06:17:06.000,2005-08-22 08:56:06.000
18,ALTER VICTORY,2006,2005-06-19 05:05:03.000,2005-06-20 09:28:03.000
18,ALTER VICTORY,2006,2005-07-07 17:36:56.000,2005-07-13 12:00:56.000
18,ALTER VICTORY,2006,2005-07-31 00:09:07.000,2005-08-02 05:44:07.000
