rental_id,inventory_id,customer_id,country,notes,film_id,title,language_id,name,rating,category_id,name
1672,4206,216,Brazil,active,914,TROUBLE DATE,1,English,PG,16,Travel
1710,144,77,Brazil,active,30,ANYTHING SAVANNAH,1,English,R,11,Horror
1745,2812,178,Brazil,active,617,NATURAL STOCK,1,English,PG-13,8,Family
1857,4257,427,Brazil,active,925,UNITED PILOT,1,English,R,6,Documentary
1864,1815,130,Brazil,active,394,HAMLET WISDOM,1,English,R,14,Sci-Fi
1872,3596,206,Brazil,active,786,SHEPHERD MIDSUMMER,1,English,R,3,Children
1882,1400,47,Brazil,active,307,FELLOWSHIP AUTUMN,1,English,NC-17,16,Travel
1905,1043,39,Brazil,active,233,DISCIPLE MOTHER,1,English,PG,16,Travel
1918,3749,310,Brazil,active,820,SONS INTERVIEW,1,English,NC-17,2,Animation
1968,1139,246,Brazil,active,252,DREAM PICKUP,1,English,PG,1,Action
2046,872,374,Brazil,active,191,CROOKED FROGMEN,1,English,PG-13,3,Children
2069,2746,551,Brazil,active,602,MOURNING PURPLE,1,English,PG,14,Sci-Fi
2082,434,254,Brazil,active,96,BREAKING HOME,1,English,PG-13,13,New
2084,428,92,Brazil,active,95,BREAKFAST GOLDFINGER,1,English,G,13,New
2087,466,398,Brazil,active,103,BUCKET BROTHERHOOD,1,English,PG,16,Travel
2088,506,310,Brazil,active,112,CALENDAR GUNFIGHT,1,English,NC-17,9,Foreign
2124,1273,178,Brazil,active,282,ENCOUNTERS CURTAIN,1,English,NC-17,7,Drama
2135,4091,39,Brazil,active,891,TIMBERLAND SKY,1,English,G,4,Classics
2138,512,254,Brazil,active,114,CAMELOT VACATION,1,English,NC-17,14,Sci-Fi
2152,2665,307,Brazil,active,585,MOB DUFFEL,1,English,G,7,Drama
2163,2600,130,Brazil,active,571,METAL ARMAGEDDON,1,English,PG-13,6,Documentary
2167,3796,307,Brazil,active,831,SPIRITED CASUALTIES,1,English,PG-13,14,Sci-Fi
2188,712,183,Brazil,active,155,CLEOPATRA DEVIL,1,English,PG-13,13,New
2190,4398,342,Brazil,active,961,WASH HEAVENLY,1,English,R,9,Foreign
2200,1085,229,Brazil,active,242,DOOM DANCING,1,English,R,5,Comedy
2275,2805,354,Brazil,active,616,NATIONAL STORY,1,English,NC-17,6,Documentary
2292,173,130,Brazil,active,37,ARIZONA BANG,1,English,PG,4,Classics
2293,3209,178,Brazil,active,705,PURPLE MOVIE,1,English,R,9,Foreign
2307,4576,47,Brazil,active,1000,ZORRO ARK,1,English,NC-17,5,Comedy
2351,2942,216,Brazil,active,646,OUTBREAK DIVINE,1,English,NC-17,10,Games
2354,2793,77,Brazil,active,613,MYSTIC TRUMAN,1,English,NC-17,5,Comedy
2373,2780,544,Brazil,active,610,MUSIC BOONDOCK,1,English,R,8,Family
2395,899,544,Brazil,active,200,CURTAIN VIDEOTAPE,1,English,PG-13,10,Games
2439,909,39,Brazil,active,202,DADDY PITTSBURGH,1,English,G,5,Comedy
2452,4318,77,Brazil,active,941,VIDEOTAPE ARSENIC,1,English,NC-17,10,Games
2466,1356,427,Brazil,active,299,FACTORY DRAGON,1,English,PG-13,16,Travel
2471,3399,183,Brazil,active,745,ROSES TREASURE,1,English,PG-13,15,Sports
2477,2510,206,Brazil,active,551,MAIDEN HOME,1,English,PG,13,New
2480,4078,310,Brazil,active,889,TIES HUNGER,1,English,R,3,Children
2487,3683,374,Brazil,active,805,SLEEPLESS MONSOON,1,English,G,2,Animation
2498,2291,74,Brazil,active,496,KICK SAVANNAH,1,English,PG-13,16,Travel
2502,2622,325,Brazil,active,575,MIDSUMMER GROUNDHOG,1,English,G,6,Documentary
2507,3121,325,Brazil,active,686,PLUTO OLEANDER,1,English,R,13,New
2517,53,74,Brazil,active,11,ALAMO VIDEOTAPE,1,English,G,9,Foreign
2521,132,92,Brazil,active,26,ANNIE IDENTITY,1,English,G,14,Sci-Fi
2535,901,130,Brazil,active,200,CURTAIN VIDEOTAPE,1,English,PG-13,10,Games
2618,2465,310,Brazil,active,539,LUCK OPUS,1,English,NC-17,7,Drama
2631,3471,39,Brazil,active,760,SAMURAI LION,1,English,G,13,New
2641,231,374,Brazil,active,51,BALLOON HOMEWARD,1,English,NC-17,12,Music
2687,3152,254,Brazil,active,692,POTLUCK MIXED,1,English,G,2,Animation
2704,2026,246,Brazil,active,440,HUNGER ROOF,1,English,G,9,Foreign
2725,63,246,Brazil,active,12,ALASKA PHANTOM,1,English,PG,12,Music
2740,1534,92,Brazil,active,336,FRENCH HOLIDAY,1,English,PG,6,Documentary
2769,1222,354,Brazil,active,271,EASY GLADIATOR,1,English,G,1,Action
2776,1726,551,Brazil,active,376,GRAPES FURY,1,English,G,9,Foreign
2787,3371,307,Brazil,active,739,ROCKY WAR,1,English,PG-13,7,Drama
2808,65,325,Brazil,active,12,ALASKA PHANTOM,1,English,PG,12,Music
2844,4452,178,Brazil,active,973,WIFE TURN,1,English,NC-17,6,Documentary
2871,1731,443,Brazil,active,377,GREASE YOUTH,1,English,G,8,Family
2876,3117,39,Brazil,active,685,PLATOON INSTINCT,1,English,PG-13,13,New
2881,1391,307,Brazil,active,305,FATAL HAUNTED,1,English,PG,13,New
2898,3106,178,Brazil,active,682,PITTSBURGH HUNCHBACK,1,English,PG-13,8,Family
2914,2419,342,Brazil,active,527,LOLA AGENT,1,English,PG,11,Horror
2982,2574,130,Brazil,active,563,MASSACRE USUAL,1,English,R,10,Games
3012,1392,206,Brazil,active,305,FATAL HAUNTED,1,English,PG,13,New
3020,4363,74,Brazil,active,951,VOYAGE LEGALLY,1,English,PG-13,4,Classics
3057,1101,307,Brazil,active,244,DORADO NOTTING,1,English,NC-17,12,Music
3081,2071,342,Brazil,active,449,IDENTITY LOVER,1,English,PG-13,14,Sci-Fi
3139,3474,354,Brazil,active,761,SANTA PARIS,1,English,PG,3,Children
3141,1806,398,Brazil,active,392,HALL CASSIDY,1,English,NC-17,3,Children
3151,2976,77,Brazil,active,652,PAJAMA JAWBREAKER,1,English,R,4,Classics
3152,1022,246,Brazil,active,228,DETECTIVE VISION,1,English,PG-13,4,Classics
3197,1811,362,Brazil,active,393,HALLOWEEN NUTS,1,English,PG-13,6,Documentary
3208,3169,229,Brazil,active,696,PRIDE ALAMO,1,English,NC-17,2,Animation
3209,287,307,Brazil,active,65,BEHAVIOR RUNAWAY,1,English,PG,11,Horror
3238,2732,77,Brazil,active,599,MOTHER OLEANDER,1,English,R,15,Sports
3277,1330,229,Brazil,active,294,EXPECATIONS NATURAL,1,English,PG-13,16,Travel
3280,661,229,Brazil,active,143,CHILL LUCK,1,English,PG,7,Drama
3320,860,47,Brazil,active,189,CREATURES SHAKESPEARE,1,English,NC-17,10,Games
3341,2189,591,Brazil,active,473,JACKET FRISCO,1,English,PG-13,7,Drama
3381,1373,183,Brazil,active,302,FANTASIA PARK,1,English,G,10,Games
3393,1631,362,Brazil,active,356,GIANT TROOPERS,1,English,R,3,Children
3432,1814,216,Brazil,active,394,HAMLET WISDOM,1,English,R,14,Sci-Fi
3435,451,591,Brazil,active,100,BROOKLYN DESERT,1,English,R,9,Foreign
3445,2381,74,Brazil,active,519,LIBERTY MAGNIFICENT,1,English,G,15,Sports
3450,2268,126,Brazil,active,490,JUMANJI BLADE,1,English,G,13,New
3502,1026,126,Brazil,active,229,DEVIL DESIRE,1,English,R,1,Action
3510,2250,443,Brazil,active,486,JET NEIGHBORS,1,English,R,9,Foreign
3517,2762,314,Brazil,active,606,MUMMY CREATURES,1,English,NC-17,15,Sports
3533,2028,206,Brazil,active,441,HUNTER ALTER,1,English,PG-13,6,Documentary
3595,1431,92,Brazil,active,313,FIDELITY DEVIL,1,English,G,11,Horror
3631,4068,47,Brazil,active,887,THIEF PELICAN,1,English,PG-13,2,Animation
3636,3379,591,Brazil,active,741,ROMAN PUNK,1,English,NC-17,12,Music
3656,4544,314,Brazil,active,992,WRATH MILE,1,English,NC-17,6,Documentary
3716,3271,92,Brazil,active,720,REDEMPTION COMFORTS,1,English,NC-17,13,New
3725,2789,126,Brazil,active,611,MUSKETEERS WAIT,1,English,PG,4,Classics
3797,1047,374,Brazil,active,233,DISCIPLE MOTHER,1,English,PG,16,Travel
3804,537,126,Brazil,active,117,CANDLES GRAPES,1,English,NC-17,10,Games
3808,4339,314,Brazil,active,945,VIRGINIAN PLUTO,1,English,R,6,Documentary
3819,1814,74,Brazil,active,394,HAMLET WISDOM,1,English,R,14,Sci-Fi
3821,4385,354,Brazil,active,958,WARDROBE PHANTOM,1,English,G,7,Drama
3830,553,310,Brazil,active,120,CARIBBEAN LIBERTY,1,English,NC-17,15,Sports
3831,1338,206,Brazil,active,295,EXPENDABLE STALLION,1,English,PG,6,Documentary
3847,782,206,Brazil,active,170,COMMAND DARLING,1,English,PG-13,9,Foreign
3869,2540,183,Brazil,active,557,MANCHURIAN CURTAIN,1,English,PG,8,Family
3882,788,254,Brazil,active,172,CONEHEADS SMOOCHY,1,English,NC-17,7,Drama
3933,1202,229,Brazil,active,267,EAGLES PANKY,1,English,NC-17,13,New
3962,379,307,Brazil,active,84,BOILED DARES,1,English,PG,16,Travel
3985,2096,307,Brazil,active,455,IMPOSSIBLE PREJUDICE,1,English,NC-17,9,Foreign
3996,2857,551,Brazil,active,626,NOON PAPI,1,English,G,3,Children
4034,1666,354,Brazil,active,363,GO PURPLE,1,English,R,12,Music
4064,1402,47,Brazil,active,307,FELLOWSHIP AUTUMN,1,English,NC-17,16,Travel
4068,4152,206,Brazil,active,902,TRADING PINOCCHIO,1,English,PG,15,Sports
4072,3130,310,Brazil,active,688,POLISH BROOKLYN,1,English,PG,3,Children
4092,1721,246,Brazil,active,375,GRAIL FRANKENSTEIN,1,English,NC-17,1,Action
4107,4232,206,Brazil,active,920,UNBREAKABLE KARATE,1,English,G,13,New
4134,2917,183,Brazil,active,641,ORANGE GRAPES,1,English,PG-13,9,Foreign
4157,304,183,Brazil,active,69,BEVERLY OUTLAW,1,English,R,14,Sci-Fi
4161,4021,216,Brazil,active,875,TALENTED HOMICIDE,1,English,PG,15,Sports
4339,3215,130,Brazil,active,706,QUEEN LUKE,1,English,PG,7,Drama
4360,1811,92,Brazil,active,393,HALLOWEEN NUTS,1,English,PG-13,6,Documentary
4383,2649,591,Brazil,active,580,MINE TITANS,1,English,PG-13,13,New
4386,499,314,Brazil,active,111,CADDYSHACK JEDI,1,English,NC-17,1,Action
4395,360,544,Brazil,active,79,BLADE POLISH,1,English,PG-13,7,Drama
4419,783,39,Brazil,active,172,CONEHEADS SMOOCHY,1,English,NC-17,7,Drama
4449,2813,354,Brazil,active,618,NECKLACE OUTBREAK,1,English,PG,7,Drama
4458,1307,229,Brazil,active,288,ESCAPE METROPOLIS,1,English,R,16,Travel
4485,2614,130,Brazil,active,573,MICROCOSMOS PARADISE,1,English,PG-13,3,Children
4515,1998,229,Brazil,active,435,HOTEL HAPPINESS,1,English,PG-13,9,Foreign
4522,4114,307,Brazil,active,895,TOMORROW HUSTLER,1,English,R,4,Classics
4581,887,591,Brazil,active,197,CRUSADE HONEY,1,English,R,15,Sports
4646,618,362,Brazil,active,134,CHAMPION FLATLINERS,1,English,PG,2,Animation
4691,596,126,Brazil,active,130,CELEBRITY HORN,1,English,PG-13,1,Action
4694,3637,229,Brazil,active,794,SIDE ARK,1,English,G,1,Action
4695,805,39,Brazil,active,175,CONFUSED CANDLES,1,English,PG-13,8,Family
4703,2859,544,Brazil,active,626,NOON PAPI,1,English,G,3,Children
4712,2371,39,Brazil,active,517,LESSON CLEOPATRA,1,English,NC-17,15,Sports
4727,1251,39,Brazil,active,276,ELEMENT FREDDY,1,English,NC-17,5,Comedy
4730,1619,126,Brazil,active,353,GENTLEMEN STAGE,1,English,NC-17,9,Foreign
4745,1351,354,Brazil,active,298,EYES DRIVING,1,English,PG-13,14,Sci-Fi
4793,3090,427,Brazil,active,679,PILOT HOOSIERS,1,English,PG,8,Family
4823,155,206,Brazil,active,32,APOCALYPSE FLAMINGOS,1,English,R,13,New
4828,1100,92,Brazil,active,244,DORADO NOTTING,1,English,NC-17,12,Music
4847,3397,544,Brazil,active,745,ROSES TREASURE,1,English,PG-13,15,Sports
4868,1157,307,Brazil,active,255,DRIVING POLISH,1,English,NC-17,12,Music
4905,4101,246,Brazil,active,893,TITANS JERK,1,English,PG,14,Sci-Fi
4915,2772,178,Brazil,active,609,MUSCLE BRIGHT,1,English,G,16,Travel
4928,4363,77,Brazil,active,951,VOYAGE LEGALLY,1,English,PG-13,4,Classics
4994,2546,246,Brazil,active,559,MARRIED GO,1,English,G,14,Sci-Fi
5015,1564,178,Brazil,active,343,FULL FLATLINERS,1,English,PG,3,Children
5042,3609,254,Brazil,active,789,SHOCK CABIN,1,English,PG-13,9,Foreign
5057,1076,178,Brazil,active,239,DOGMA FAMILY,1,English,G,2,Animation
5069,4417,183,Brazil,active,966,WEDDING APOLLO,1,English,PG,6,Documentary
5072,94,254,Brazil,active,19,AMADEUS HOLY,1,English,PG,1,Action
5080,635,254,Brazil,active,138,CHARIOTS CONSPIRACY,1,English,R,14,Sci-Fi
5094,4451,178,Brazil,active,973,WIFE TURN,1,English,NC-17,6,Documentary
5137,409,126,Brazil,active,90,BOULEVARD MOB,1,English,R,13,New
5174,3621,47,Brazil,active,790,SHOOTIST SUPERFLY,1,English,PG-13,7,Drama
5201,2453,551,Brazil,active,535,LOVE SUICIDES,1,English,R,11,Horror
5227,1862,362,Brazil,active,406,HAUNTING PIANIST,1,English,R,10,Games
5234,4182,398,Brazil,active,911,TRIP NEWTON,1,English,PG-13,1,Action
5241,4079,314,Brazil,active,889,TIES HUNGER,1,English,R,3,Children
5347,1293,246,Brazil,active,285,ENGLISH BULWORTH,1,English,PG-13,14,Sci-Fi
5354,951,354,Brazil,active,212,DARN FORRESTER,1,English,G,1,Action
5451,3484,39,Brazil,active,764,SATURDAY LAMBS,1,English,G,15,Sports
5463,601,374,Brazil,active,131,CENTER DINOSAUR,1,English,PG,4,Classics
5470,3254,325,Brazil,active,716,REAP UNFAITHFUL,1,English,PG-13,11,Horror
5476,1199,427,Brazil,active,266,DYNAMITE TARZAN,1,English,PG-13,4,Classics
5497,4473,92,Brazil,active,977,WINDOW SIDE,1,English,R,16,Travel
5515,3772,39,Brazil,active,825,SPEAKEASY DATE,1,English,PG-13,1,Action
5528,680,551,Brazil,active,149,CHRISTMAS MOONSHINE,1,English,NC-17,3,Children
5530,2701,74,Brazil,active,593,MONTEREY LABYRINTH,1,English,G,11,Horror
5537,1781,254,Brazil,active,387,GUN BONNIE,1,English,G,10,Games
5550,1905,254,Brazil,active,415,HIGH ENCINO,1,English,R,11,Horror
5556,4483,354,Brazil,active,979,WITCHES PANIC,1,English,NC-17,7,Drama
5563,2258,362,Brazil,active,488,JOON NORTHWEST,1,English,NC-17,15,Sports
5570,2013,374,Brazil,active,438,HUMAN GRAFFITI,1,English,NC-17,10,Games
5586,2965,427,Brazil,active,650,PACIFIC AMISTAD,1,English,G,6,Documentary
5591,378,374,Brazil,active,83,BLUES INSTINCT,1,English,G,8,Family
5603,1308,74,Brazil,active,288,ESCAPE METROPOLIS,1,English,R,16,Travel
5617,2324,342,Brazil,active,504,KWAI HOMEWARD,1,English,PG-13,7,Drama
5620,2980,92,Brazil,active,653,PANIC CLUB,1,English,G,11,Horror
5621,552,310,Brazil,active,120,CARIBBEAN LIBERTY,1,English,NC-17,15,Sports
5623,4464,229,Brazil,active,975,WILLOW TRACY,1,English,R,8,Family
5690,1326,362,Brazil,active,293,EXORCIST STING,1,English,G,15,Sports
5704,2104,591,Brazil,active,456,INCH JET,1,English,NC-17,2,Animation
5740,2147,325,Brazil,active,464,INTENTIONS EMPIRE,1,English,PG-13,2,Animation
5756,130,183,Brazil,active,26,ANNIE IDENTITY,1,English,G,14,Sci-Fi
5759,816,591,Brazil,active,177,CONNECTICUT TRAMP,1,English,R,14,Sci-Fi
5775,2175,325,Brazil,active,469,IRON MOON,1,English,PG,4,Classics
5792,4234,92,Brazil,active,920,UNBREAKABLE KARATE,1,English,G,13,New
5826,4104,254,Brazil,active,893,TITANS JERK,1,English,PG,14,Sci-Fi
5836,1842,310,Brazil,active,401,HAROLD FRENCH,1,English,NC-17,7,Drama
5856,497,314,Brazil,active,111,CADDYSHACK JEDI,1,English,NC-17,1,Action
5865,1382,126,Brazil,active,303,FANTASY TROOPERS,1,English,PG-13,1,Action
5871,3288,307,Brazil,active,724,REMEMBER DIARY,1,English,R,8,Family
5873,3151,354,Brazil,active,692,POTLUCK MIXED,1,English,G,2,Animation
5917,2910,74,Brazil,active,639,OPPOSITE NECKLACE,1,English,PG,8,Family
5919,164,92,Brazil,active,35,ARACHNOPHOBIA ROLLERCOASTER,1,English,PG-13,11,Horror
5930,2338,254,Brazil,active,508,LAMBS CINCINATTI,1,English,PG-13,10,Games
5945,427,374,Brazil,active,94,BRAVEHEART HUMAN,1,English,PG-13,8,Family
5984,2801,178,Brazil,active,615,NASH CHOCOLAT,1,English,PG-13,2,Animation
6008,1227,216,Brazil,active,272,EDGE KISSING,1,English,NC-17,7,Drama
6041,2815,551,Brazil,active,618,NECKLACE OUTBREAK,1,English,PG,7,Drama
6045,2003,39,Brazil,active,436,HOURS RAGE,1,English,NC-17,13,New
6054,1176,354,Brazil,active,261,DUFFEL APOCALYPSE,1,English,G,6,Documentary
6060,3146,342,Brazil,active,691,POSEIDON FOREVER,1,English,PG-13,15,Sports
6125,2439,307,Brazil,active,532,LOSER HUSTLER,1,English,PG,15,Sports
6135,833,325,Brazil,active,182,CONTROL ANTHEM,1,English,G,5,Comedy
6139,3065,206,Brazil,active,673,PERSONAL LADYBUGS,1,English,PG-13,12,Music
6153,105,47,Brazil,active,21,AMERICAN CIRCUS,1,English,R,1,Action
6155,785,229,Brazil,active,172,CONEHEADS SMOOCHY,1,English,NC-17,7,Drama
6158,3954,92,Brazil,active,862,SUMMER SCARFACE,1,English,G,4,Classics
6164,2755,47,Brazil,active,604,MULAN MOON,1,English,G,5,Comedy
6168,284,77,Brazil,active,64,BEETHOVEN EXORCIST,1,English,PG-13,7,Drama
6192,4573,314,Brazil,active,999,ZOOLANDER FICTION,1,English,R,3,Children
6204,2572,362,Brazil,active,563,MASSACRE USUAL,1,English,R,10,Games
6241,4449,74,Brazil,active,972,WHISPERER GIANT,1,English,PG-13,14,Sci-Fi
6256,480,307,Brazil,active,105,BULL SHAWSHANK,1,English,NC-17,1,Action
6277,4023,92,Brazil,active,876,TARZAN VIDEOTAPE,1,English,PG-13,11,Horror
6315,608,374,Brazil,active,132,CHAINSAW UPTOWN,1,English,PG,14,Sci-Fi
6337,3967,47,Brazil,active,864,SUNDANCE INVASION,1,English,NC-17,3,Children
6347,3160,178,Brazil,active,694,PREJUDICE OLEANDER,1,English,PG-13,4,Classics
6349,1581,216,Brazil,active,347,GAMES BOWFINGER,1,English,PG-13,16,Travel
6353,699,130,Brazil,active,153,CITIZEN SHREK,1,English,G,14,Sci-Fi
6390,3057,77,Brazil,active,672,PERFECT GROOVE,1,English,PG-13,5,Comedy
6420,4443,206,Brazil,active,971,WHALE BIKINI,1,English,PG-13,9,Foreign
6423,892,427,Brazil,active,199,CUPBOARD SINNERS,1,English,R,6,Documentary
6429,141,342,Brazil,active,28,ANTHEM LUKE,1,English,PG-13,5,Comedy
6472,3780,183,Brazil,active,827,SPICE SORORITY,1,English,NC-17,7,Drama
6475,2035,74,Brazil,active,443,HURRICANE AFFAIR,1,English,PG,5,Comedy
6509,2468,427,Brazil,active,540,LUCKY FLYING,1,English,PG-13,12,Music
6554,2741,178,Brazil,active,601,MOULIN WAKE,1,English,PG-13,16,Travel
6566,1822,178,Brazil,active,396,HANGING DEEP,1,English,G,7,Drama
6569,759,183,Brazil,active,166,COLOR PHILADELPHIA,1,English,G,4,Classics
6576,339,362,Brazil,active,75,BIRD INDEPENDENCE,1,English,G,16,Travel
6578,2304,229,Brazil,active,501,KISSING DOLLS,1,English,R,1,Action
6606,2805,178,Brazil,active,616,NATIONAL STORY,1,English,NC-17,6,Documentary
6622,4350,325,Brazil,active,948,VOICE PEACH,1,English,PG-13,13,New
6625,735,443,Brazil,active,160,CLUB GRAFFITI,1,English,PG-13,2,Animation
6666,3194,314,Brazil,active,702,PULP BEVERLY,1,English,G,11,Horror
6688,2377,246,Brazil,active,518,LIAISONS SWEET,1,English,PG,16,Travel
6736,530,342,Brazil,active,116,CANDIDATE PERDITION,1,English,R,4,Classics
6747,3651,126,Brazil,active,797,SILENCE KANE,1,English,R,12,Music
6755,2542,126,Brazil,active,557,MANCHURIAN CURTAIN,1,English,PG,8,Family
6763,3364,314,Brazil,active,738,ROCKETEER MOTHER,1,English,PG-13,9,Foreign
6787,1481,342,Brazil,active,324,FLINTSTONES HAPPINESS,1,English,PG-13,5,Comedy
6838,3492,354,Brazil,active,765,SATURN NAME,1,English,R,5,Comedy
6880,1473,229,Brazil,active,322,FLATLINERS KILLER,1,English,G,15,Sports
6913,569,443,Brazil,active,123,CASABLANCA SUPER,1,English,G,16,Travel
6926,1276,354,Brazil,active,282,ENCOUNTERS CURTAIN,1,English,NC-17,7,Drama
6938,2058,427,Brazil,active,447,ICE CROSSING,1,English,R,10,Games
